218,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0
220,25,4,-12,-3,-16,-11,-11,-16,-6
221,25,4,-12,-3,-16,-11,-11,-16,-6
222,0,0,0,0,1,0,0,0,0
223,98,-2,5,22,-39,-1,-29,8,-22
224,26,-9,32,-2,-21,-13,-6,-7,-9
225,36,4,-15,-23,-16,-5,-6,-5,-12
226,71,2,-9,12,43,14,9,-5,-13
227,0,0,0,0,3,0,0,0,5
228,0,0,0,0,1,0,0,0,0
229,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,1,0,0,0
231,230,-97,-93,-16,-53,-46,-47,-3,-23
232,0,0,0,0,0,0,2,0,0
233,0,0,0,1,0,0,0,0,0
234,133,-5,-61,53,-65,-70,-65,-16,-64
235,19,-8,0,20,61,517,533,295,8
236,16129,-3366,-6165,-4539,-4979,-5083,-3458,-4073,-4478
237,0,0,0,0,0,0,1,2,0
238,252,-63,-95,-76,-109,-52,-94,-36,-104
239,1,-1,0,-1,-1,-1,-1,1,-1
240,6,-3,-4,-4,-2,-5,-4,-5,-3
241,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0
243,29,-8,25,1,20,11,-6,6,-15
244,14,-1,-3,-5,-8,-5,-9,-6,-9
245,1,-1,-1,-1,-1,0,0,0,0
246,0,0,0,0,1,0,0,0,1
247,11,-11,-6,-5,-9,-8,-7,-7,-5
248,0,0,0,0,0,0,0,0,0
249,2,-2,-1,-1,2,-1,-1,0,3
250,13,-5,-3,13,0,-8,-8,-7,-7
251,1,0,-1,-1,0,-1,-1,-1,-1
252,20,34,5,-12,-1,-2,-8,21,3
253,0,0,0,0,0,1,0,0,0
254,10,47,732,860,725,683,513,431,305
255,35,132,-8,-12,-9,-12,-18,-23,-9
256,13,1,-4,-6,0,-5,8,4,-8
257,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0
260,15,-3,-7,-10,-2,3,0,-1,21
261,34,25,665,165,-87,-67,-44,-42,-45
262,4,5,2,3,4,-2,1,1,-5
263,27,22,19,51,-18,-1,-26,-24,-21
264,0,3,0,1,0,-1,-1,0,0
265,346,-80,-140,-83,-114,-52,34,-5,1
266,1,-1,-1,2,-1,-1,0,-1,-1
267,96,-62,-37,-20,16,16,-24,59,25
268,14,0,-9,-2,-10,-10,-9,-11,-6
269,222,-42,-68,-103,-31,-31,110,34,-28
270,96,44,-24,-45,-7,-52,-33,-10,-14
271,713,-89,-297,-335,-208,-306,-162,-219,-281
272,0,1,0,0,0,2,0,0,0
273,0,0,0,0,0,0,0,0,0
274,14,-8,-8,5,-8,-1,5,10,4
275,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0
278,6,-2,2,-3,-6,1,-5,-3,-5
279,1572,-144,-263,-227,-163,31,68,265,-362
280,0,0,0,1,0,0,0,0,0
281,5,-4,-4,7,-4,-5,-1,8,-4
282,0,0,0,0,0,0,0,1,0
283,0,0,2,0,0,0,0,0,0
284,323,-120,-207,-230,-217,20,186,-161,-221
285,0,0,0,0,0,1,1,0,1
286,41,33,81,24,16,20,20,55,-1
287,1,8,-1,-1,2,1,3,0,-2
288,88,-32,-18,-59,-42,-4,-23,-11,-23
289,122,-38,-54,-58,-59,-28,-28,6,-34
290,1,-1,-1,-1,-1,-1,-1,-1,0
291,0,0,0,0,0,0,0,0,0
292,83,-35,-25,-32,-37,-24,-4,5,6
293,0,0,0,0,0,0,0,0,0
294,20,-12,-18,8,-8,-8,-4,-4,-8
295,3,0,0,-2,-2,1,-3,4,0
296,3,-1,-1,-2,-2,-2,2,2,3
297,0,0,0,2,0,1,0,0,1
298,95,-32,-35,-15,-41,21,-7,23,-42
299,0,0,0,0,0,0,0,0,0
300,157,8,-74,8,-54,6,-1,26,-53
301,24,-7,8,-16,-4,-12,0,-5,-15
302,28,-14,-18,-16,-14,-3,-5,-1,-7
303,3,9,1,0,9,3,0,-2,-4
304,7,1,-5,-4,-3,-3,-4,5,-5
305,0,0,0,0,1,1,1,1,0
306,0,0,1,0,2,0,2,0,-1
307,87,5,-52,3,-30,-4,-24,-13,15
308,3,-3,2,-3,-1,-2,-3,-3,-2
309,0,1,0,0,0,0,0,0,0
310,0,1,0,-1,-1,0,0,0,0
311,0,0,0,0,0,0,0,0,0
312,281,49,-134,-42,-39,-151,-169,-93,-41
313,6,-6,-6,-4,2,-4,-1,-5,-1
314,9,2,-5,-4,6,-3,3,2,2
315,124,-35,-29,-20,-18,-35,38,44,35
316,4,-4,-2,-3,-3,10,0,-3,0
317,1,-1,-1,4,-1,1,-1,1,1
318,0,0,0,0,0,0,0,0,0
319,1,0,-1,1,1,0,1,0,0
320,0,0,0,0,0,0,0,0,0
321,15,-13,-12,-12,18,-7,-7,-8,-10
322,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0
324,16,-12,-13,-14,-12,-8,-8,-12,-10
325,7,3,4,-4,-5,-3,-1,2,1
326,63,1,-26,-27,-3,-1,-8,12,-2
327,0,0,0,0,0,0,0,0,0
328,4,0,-2,-2,-3,-3,-3,-3,-2
329,0,0,0,0,0,0,0,0,0
330,0,1,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0
332,150,-24,-26,138,12,-60,3,9,-49
333,0,0,1,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0
335,10,5,5,16,-11,-9,1,-1,-3
336,0,0,0,0,0,0,0,0,0
337,129,-5,-1,26,-18,-39,-39,-17,-4
338,8,-6,-3,-3,3,0,3,4,-4
339,2,0,-2,4,-2,2,1,-1,-2
340,425,608,193,-261,-68,-198,-107,-80,2057
341,38,12,14,-5,-11,-14,8,-7,-31
342,1,-1,-1,2,-1,-1,-1,0,0
343,0,2,1,0,2,1,1,-1,-1
344,36,47,-19,-26,-30,-12,-6,-20,-19
345,18,-6,-13,-4,1,-3,3,-5,1
346,0,0,0,0,0,0,0,0,0
347,68,35,-35,8,-32,13,11,10,32
348,0,0,0,0,0,0,0,0,0
349,53,-8,-12,-12,-9,23,-21,4,14
350,2495,-107,-513,-596,-511,-259,67,-23,-349
351,1,-1,0,-1,0,-1,-1,1,-1
352,2,4,-2,8,-2,0,-1,-1,-2
353,466,-50,-253,-263,-194,-187,-66,-46,-184
354,8,4,-3,-5,-2,2,-4,3,-2
355,0,0,0,0,0,0,0,0,0
356,1,-1,0,7,-1,-2,-2,-1,-1
357,6,-2,-4,315,111,-1,-14,-24,-21
358,0,1,0,1,1,0,0,0,1
359,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0
361,40,-1,-22,-31,-23,-25,-2,22,42
362,52,-13,-36,-16,-13,21,29,4,-21
363,0,1,-1,1,7,-1,-1,1,0
364,14,-7,-10,-11,-8,3,-1,-4,-7
365,0,0,0,0,0,0,1,1,1
366,1,1,-1,0,-1,-1,0,-1,-1
367,68,-21,-15,-5,9,5,2,65,9
368,0,0,0,0,0,0,0,0,0
369,4,-3,-3,1,1,0,-2,2,-2
370,0,0,0,0,0,2,0,0,3
371,1,-1,-1,5,0,0,-1,-1,-1
372,3,3,-1,5,-2,-1,5,4,4
373,48,-14,-5,-32,4,21,-39,79,72
374,175,-107,-75,-134,-53,-28,-119,-100,-101
375,30,1,-21,-26,19,-13,-16,51,-23
376,4,4,2,-1,-5,-2,-2,-2,4
377,22,-12,6,-1,-14,-5,-10,-2,-10
378,0,0,7,49,0,1,2,-4,0
379,3,-3,-3,-2,0,0,1,-2,6
380,0,0,0,0,0,0,3,0,0
381,166,-63,-96,-96,-90,-79,-19,-67,-90
382,1,-1,-1,-1,1,-1,-1,-1,0
383,63,32,-35,-15,-24,13,-19,9,-26
384,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0
386,4,13,0,13,1,1,-2,4,1
387,0,0,0,0,0,1,0,0,0
388,0,0,0,0,0,19,3,3,-1
389,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0
391,203,-15,-43,-62,-37,-10,50,189,-44
392,166,-103,-78,-40,-56,-41,-113,-58,-40
393,8,-2,-2,22,11,3,-5,13,3
394,9,6,-3,23,5,-3,-8,-3,4
395,5391,-1889,173,-2688,-1339,-1014,-3167,-1474,-1079
396,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0
398,2,-2,8,1,2,1,6,21,-2
399,0,0,0,0,0,0,0,0,0
400,2,-2,0,-1,10,19,15,5,-4
401,2,-1,6,11,0,1,10,3,-2
402,101,56,-52,-26,-13,-3,-23,8,-64
403,1,-1,0,0,-1,-1,-1,1,-1
404,0,0,0,0,0,0,0,0,0
405,2,4,1,-2,-2,-1,7,1,-1
406,4,-4,-3,-3,-3,-3,3,0,-2
407,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0
409,0,1,0,0,0,1,0,0,0
410,41,-32,-30,-15,-21,-20,-15,-26,-21
411,110,39,21,82,118,10,10,-26,53
412,0,0,0,0,0,0,0,0,0
413,0,0,1,0,0,0,5,8,3
414,67,-43,-42,9,47,-27,-29,-4,-31
415,1,-1,-1,-1,-1,0,-1,-1,-1
416,100,30,25,-16,-20,10,12,0,1
417,3,0,-2,0,-3,-2,-2,-1,0
418,0,0,0,0,0,0,0,0,0
419,25,-21,-9,-5,-13,-18,0,3,-6
420,102,-36,107,252,65,24,-12,-31,-22
421,41,-24,5,-16,21,100,319,162,2
422,135,-54,-20,-44,-36,9,-26,-75,-49
423,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0
425,2,-1,-2,0,1,0,0,-2,0
426,67,1,20,-35,-3,-27,-19,-8,-11
427,0,0,0,0,1,0,0,0,0
428,2,-2,1,2,-1,-2,-1,0,-1
429,2,0,-2,-1,5,4,2,-1,2
430,3,-2,6,-1,-1,2,7,-2,0
431,19,-1,6,9,-7,-2,4,6,-16
432,23,-18,-20,-10,-7,-7,25,19,-14
433,18,-1,-1,-4,-5,3,22,2,9
434,17,6,4,4,17,9,2,-5,-3
435,1,-1,-1,0,0,0,0,2,33
436,702,-56,-241,-141,-124,-203,36,156,-61
437,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,3,3,-1
439,6,11,-3,-2,-3,-3,1,7,27
440,0,0,0,45,-2,-3,-2,-3,-3
441,1,-1,-1,2,12,0,0,1,-2
442,101,-29,3,-56,-45,-40,-42,-41,-46
443,1,0,-1,-1,-1,0,0,1,0
444,4,1,-2,-4,0,-2,3,1,-2
445,1613,-422,-267,-50,110,-110,-64,-106,-470
446,18,0,19,3,-2,-9,-7,-8,-8
447,0,2,-1,1,0,-1,-1,3,-1
448,0,0,0,0,0,0,0,0,0
449,65,-10,-34,-27,-31,-25,-30,-13,-8
450,496,158,619,1010,491,-70,23,-89,19
451,1675,-1216,-1056,-739,-523,-465,-422,-654,-967
452,0,0,0,0,0,0,0,0,0
453,54,-30,3,49,15,2,-4,-15,1
454,137,-35,-6,61,-24,-71,-53,-66,-17
455,1068,-79,-269,8,-35,-218,335,36,-364
456,4,-3,-2,-3,-3,-2,-3,-3,-3
457,5,-5,-4,-2,-1,-5,-1,-4,1
458,101,-75,-35,-13,74,11,85,69,2
459,4,-1,-2,-1,-4,0,5,-1,-1
460,2,0,-1,2,0,-2,1,-2,-1
461,305,-53,28,670,182,-101,-82,-112,-88
462,25,-6,-2,-3,17,-6,30,21,-12
463,58,18,-29,-40,-32,71,12,27,25
464,0,0,0,0,3,1,0,1,0
465,7,-6,-7,-2,-4,-5,-3,0,-6
466,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0
468,0,1,5,0,1,6,-1,-1,-1
469,0,0,0,0,0,0,0,0,0
470,1,-1,-1,-1,-1,-1,-1,0,-1
471,174,-88,-74,-62,-43,-82,-40,-39,-16
472,529,-263,-131,349,-84,-41,-206,-171,-23
473,3,-3,3,0,1,0,10,-1,-4
474,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,2
477,4,-4,-3,-3,-3,-3,-1,-3,-2
478,127,-106,-115,-93,-86,-70,-51,-45,-74
479,22,-19,-6,10,-3,-6,14,-7,0
480,0,0,0,0,0,0,0,0,0
481,32,24,-4,0,21,-21,-7,19,-5
482,282,-53,-77,-103,-125,-57,-10,-16,-7
483,131,-47,183,43,-83,-28,-48,-46,-69
484,84,-17,24,-9,49,33,-11,19,-35
485,10,12,4,10,11,11,7,19,-4
486,43,-15,-23,-12,-6,-10,7,15,1
487,0,0,0,0,0,0,1,0,0
488,0,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0,0
490,35,53,-10,-28,-14,-29,-14,27,-32
491,2,1,-1,-2,0,-2,0,-2,-1
492,0,0,0,0,0,0,0,0,0
493,10,10,-7,-9,-8,11,-7,-5,-5
494,164,-60,-101,-74,-56,-52,-57,-53,-80
495,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0
497,124,12,-33,-74,-75,-50,-17,-35,-15
498,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0
500,20,-5,-12,2,14,5,21,14,-1
501,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0
503,1644,100,260,108,-76,-82,2,388,-266
504,0,0,0,0,0,0,0,0,0
505,1,-1,0,-1,1,2,2,-1,-1
506,896,-315,-308,-207,71,26,116,-24,-30
507,50,-14,10,-26,-25,6,-34,-27,0
508,6,-4,2,-5,-2,7,-4,-3,-1
509,0,0,0,0,0,0,0,0,1
510,9,-6,-2,-5,-3,-5,7,9,7
511,13,5,-4,-6,3,-5,2,2,-3
512,367,-57,-90,-156,-72,13,117,26,-3
513,0,0,0,0,0,1,3,0,0
514,518,-200,-213,-124,-203,-146,80,-66,-184
515,20,76,71,9,2,6,-24,-23,-25
516,0,0,0,0,2,0,0,0,0
517,10,-2,-1,5,-8,-3,13,-3,-5
518,8,-3,-2,-7,1,-5,-1,-5,-4
519,5,1,-3,-1,-1,-2,-2,0,-3
520,24,18,-14,9,-5,-12,9,17,6
521,0,0,0,0,0,0,0,0,0
522,5,-4,3,-3,-5,0,-1,-2,-2
523,49,4,-11,39,46,2,-15,-16,-15
524,2,-1,-2,-2,-2,-1,0,2,0
525,15,-9,-3,3,-7,-3,-4,-6,-9
526,4,-2,-4,-1,-3,-4,-1,1,4
527,0,0,0,0,0,0,0,0,0
528,3,17,-4,-4,-3,-3,-3,-3,-3
529,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,0
531,2,-2,-2,-2,0,-1,-1,2,0
532,0,0,0,0,1,0,0,0,0
533,0,1,0,-1,-1,1,-1,0,0
534,0,0,0,0,0,0,0,0,0
535,6,-2,1,5,-5,-4,2,-1,-3
536,0,0,0,0,0,0,0,0,0
537,45,-34,-36,-33,-22,-29,-20,92,-19
538,2,1,-2,-2,-2,-2,-1,-1,-1
539,1852,-304,-186,-3,129,-300,-113,-184,-510
540,42,-30,-32,-26,3,-12,10,-12,-9
541,1,1,-1,-1,-1,1,0,-1,-1
542,1,-1,-1,0,-1,-1,0,0,0
543,0,0,0,0,0,1,0,0,0
544,2,0,-1,-1,0,0,-2,3,2
545,4,-3,-4,-4,0,1,-3,-3,-2
546,0,0,0,0,0,0,0,0,0
547,0,1,0,0,0,0,0,0,1
548,5,-4,-2,0,7,0,-3,-4,-1
549,24,10,21,-3,3,-14,1,-8,-5
550,4,-4,-1,-1,-2,-2,2,-2,-2
551,2,0,-2,-1,-1,2,-1,-2,-1
552,12,1,0,7,-8,16,-9,-6,-4
553,39,-13,-10,3,-2,-19,-10,9,-5
554,4,-2,-4,1,-2,-1,0,-2,-1
555,1,1,3,-1,-1,-1,0,1,-1
556,0,0,1,0,0,0,0,2,0
557,2,-2,0,-2,-2,-2,0,2,-1
558,13,-6,-8,2,-8,3,13,26,-2
559,136,-47,-56,-33,8,-27,0,24,-11
560,1267,-219,-416,-316,-164,-65,58,372,-275
561,2,3,0,-2,0,0,2,-1,-2
562,0,0,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0,0,0
564,754,39,241,750,1180,376,118,335,54
565,59,-7,-38,9,7,-15,-20,-4,-33
566,193,-44,-125,-117,-101,-125,-80,-94,1
567,0,0,0,0,0,0,0,0,0
568,3,-2,-3,-1,-3,-1,-2,-2,-2
569,0,0,1,0,0,1,0,3,-1
570,0,0,0,0,0,1,0,0,0
571,55,-29,-15,13,-29,-9,22,76,-28
572,0,0,0,0,0,0,0,0,0
573,128,-34,-45,-61,-2,-28,-23,-2,80
574,79,-32,-33,15,11,-10,-20,9,-5
575,112,-26,-32,-37,-57,-9,-2,-22,-31
576,2,1,8,-1,-1,2,6,4,-1
577,1,-1,-1,-1,0,-1,0,1,-1
578,14,-6,-8,-8,-4,-6,-3,2,-4
579,170,34,-64,-37,-36,200,171,74,106
580,0,0,0,0,0,0,0,3,0
581,1,1,-1,0,-1,2,2,-1,-1
582,0,0,0,0,0,0,0,0,0
583,899,-180,235,345,214,207,429,403,231
584,2684,-875,-2189,-2130,-1676,-1689,-1762,-1711,-1752
585,19,-10,2,0,-2,-1,14,-8,0
586,78,-44,-39,-37,-14,17,49,-18,9
587,25,-24,-24,-22,-20,-19,-18,-17,-16
588,56,-7,-10,-9,10,81,67,37,-2
589,8,-2,0,2,7,-4,4,3,-1
